,ACCIDENT_NO,ACCIDENTDATE,CYCLISTS,CYCLISTS_COUNT_LS,ACCIDENTTIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA Description,LIGHT_CONDITION,LIGHT_CONDITION_DEC,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY_DESC,SEVERITY,SEVERITY_DESC,SPEED_ZONE,VEHICLE_ID,INITIAL_DIRECTION,Vehicle Type Desc,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TRAFFIC_CONTROL_DESC,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION,NODE_ID,NODE_TYPE,LGA_NAME,Lga Name All,Lat,Long,Postcode No
89378,T20090037221,25/09/2009,84009,6908,07.45.00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,1,Day,2,2,1,0,0,1,2,Multiple intersection,2,Hospitilisation,60,B,SE,Bicycle,S ,2,2,H,8,9,5,Giveway sign,5046,ELIZABETH,STREET,ROYAL,PARADE,0,S,36210,I,MELBOURNE,MELBOURNE,-37.79972,144.95756,3052
89428,T20090037334,25/09/2009,84009,6908,17.20.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,A,E ,Bicycle,E ,1,1,H,4,1,9,Stop-go lights,9999,ELGIN,STREET,LYGON,STREET,0,W,109,I,MELBOURNE,MELBOURNE,-37.79716,144.96756,3053
89457,T20090037450,26/09/2009,84009,6908,10.15.00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH                        ,1,Day,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,40,B,E ,Bicycle,E ,1,1,H,F,2,4,Stop-go lights,5285,BRIDGE,ROAD,CHURCH,STREET,0,W,37196,I,YARRA,YARRA,-37.81858,144.99917,3121
89578,T20090037757,28/09/2009,84009,6908,17.47.00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,2,Dusk/Dawn,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,A,SW,Bicycle,SW,1,1,H,4,9,4,No control,5035,DYNON,ROAD,RAILWAY,PLACE,50,SW,227091,N,MELBOURNE,MELBOURNE,-37.8058,144.9407,3003
99182,T20100006876,28/09/2009,84009,6908,15.30.00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,F,2,2,Stop sign,9999,CAMERON,STREET,LENNOX,STREET,0,W,46616,I,YARRA,YARRA,-37.81625,144.99494,3121
89664,T20090037990,29/09/2009,84009,6908,18.00.00,2,Struck Pedestrian,3,Tuesday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1,Day,1,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,A,S ,Bicycle,S ,1,1,H,F,2,6,No control,5882,ST KILDA,ROAD,SLATER,STREET,32,N,234434,N,MELBOURNE,MELBOURNE,-37.83876,144.9767,3004
89975,T20090038612,1/10/2009,84009,6908,08.30.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,60,A,W ,Bicycle,W ,1,1,H,F,2,1,Unknown,9999,COLLINS,STREET,SPENCER,STREET,100,E,228806,N,MELBOURNE,MELBOURNE,-37.81876,144.95522,3000
90081,T20090038873,2/10/2009,84009,6908,19.10.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,40,B,N ,Bicycle,N ,1,1,H,F,1,1,No control,9999,LYGON,STREET,LYGON,TERRACE,19,N,226745,N,MELBOURNE,MELBOURNE,-37.80092,144.9669,3053
89834,T20090038343,3/10/2009,84009,6908,14.55.00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,50,A,SW,Bicycle,SW,1,1,H,F,2,2,No control,9999,MACARTHUR,STREET,ST ANDREWS,PLACE,0,SW,36997,I,MELBOURNE,MELBOURNE,-37.81179,144.97483,3002
90036,T20090038753,5/10/2009,84009,6908,17.40.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,2,Dusk/Dawn,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,60,A,N ,Bicycle,N ,1,1,H,F,0,5,No control,5882,ST KILDA,ROAD,TOORAK,ROAD,50,N,206813,N,MELBOURNE,"PORT PHILLIP,MELBOURNE",-37.8358,144.97533,3004
90748,T20090040244,7/10/2009,84009,6908,12.45.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,4,0,1,0,3,2,Not at intersection,3,Other Injury,50,A,SE,Bicycle,SE,1,1,H,F,2,3,No control,9999,ELIZABETH,STREET,FLINDERS,LANE,20,N,126212,N,MELBOURNE,MELBOURNE,-37.81703,144.96444,3000
90440,T20090039573,10/10/2009,84009,6908,19.00.00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,2,Dusk/Dawn,1,1,0,1,0,0,2,Not at intersection,3,Other Injury,50,B,SW,Bicycle,SW,8,8,H,1,1,6,No control,9999,FLINDERS,LANE,CENTRE,PLACE,16,W,227006,N,MELBOURNE,MELBOURNE,-37.81692,144.96548,3000
91005,T20090040791,10/10/2009,84009,6908,14.00.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,50,A,E ,Bicycle,E ,1,1,H,F,2,2,No control,9999,FLINDERS,STREET,ELIZABETH,STREET,20,E,74923,N,MELBOURNE,MELBOURNE,-37.81811,144.96518,3000
91006,T20090040791,10/10/2009,84009,6908,14.00.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,50,A,E ,Bicycle,E ,1,1,H,F,2,2,No control,9999,FLINDERS,STREET,ELIZABETH,STREET,20,E,74923,N,MELBOURNE,MELBOURNE,-37.81811,144.96518,3000
90424,T20090039547,12/10/2009,84009,6908,04.25.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,3,Dark Street lights on,2,2,1,0,0,1,2,T intersection,2,Hospitilisation,50,A,SE,Bicycle,SE,1,1,H,R,2,1,Stop-go lights,5082,VICTORIA,PARADE,SPRING,STREET,0,E,31148,I,MELBOURNE,MELBOURNE,-37.80787,144.9715,3002
90425,T20090039547,12/10/2009,84009,6908,04.25.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,3,Dark Street lights on,2,2,1,0,0,1,2,T intersection,2,Hospitilisation,50,A,SE,Bicycle,SE,1,1,H,R,2,1,Stop-go lights,5082,VICTORIA,PARADE,SPRING,STREET,0,E,31148,I,MELBOURNE,MELBOURNE,-37.80787,144.9715,3002
90459,T20090039595,12/10/2009,84009,6908,11.35.00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,3,0,1,0,2,1,T intersection,3,Other Injury,50,B,SE,Bicycle,SE,1,3,H,F,2,5,No control,9999,MACARTHUR,STREET,ST ANDREWS,PLACE,0,SW,36997,I,MELBOURNE,MELBOURNE,-37.81179,144.97483,3002
91050,T20090040893,15/10/2009,84009,6908,17.45.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,E ,Bicycle,E ,1,1,H,F,2,2,No control,9999,DRUMMOND,STREET,ELGIN,STREET,0,N,36338,I,MELBOURNE,MELBOURNE,-37.79732,144.96902,3053
90799,T20090040388,17/10/2009,84009,6908,09.35.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,2,0,0,1,Not at intersection,3,Other Injury,999,B,S ,Bicycle,S ,1,1,H,F,2,6,No control,9999,LINLITHGOW,AVENUE,LINLITHGOW,AVENUE,15,W,227760,N,MELBOURNE,MELBOURNE,-37.82318,144.97064,3004
90803,T20090040401,17/10/2009,84009,6908,11.30.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,2,0,1,1,Not at intersection,3,Other Injury,50,B,NE,Bicycle,NE,1,1,H,F,2,1,No control,5499,CHURCH,STREET,BROUGHAM,STREET,22,N,227189,N,YARRA,YARRA,-37.82124,144.99871,3121
90959,T20090040727,19/10/2009,84009,6908,19.00.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,60,B,E ,Bicycle,E ,1,1,H,R,2,1,Stop-go lights,9999,COLLINS,STREET,ELIZABETH,STREET,0,E,35360,I,MELBOURNE,MELBOURNE,-37.81622,144.96407,3000
92429,T20090043724,20/10/2009,84009,6908,09.50.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,50,B,S ,Bicycle,S ,1,1,H,5,2,1,Unknown,9999,BRUNSWICK,STREET,JOHNSTON,STREET,40,S,229996,N,YARRA,YARRA,-37.79869,144.97841,3065
91109,T20090040999,21/10/2009,84009,6908,18.10.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,2,Dusk/Dawn,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,40,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,9999,SMITH,STREET,JOHNSTON,STREET,15,S,227770,N,YARRA,YARRA,-37.79909,144.98425,3066
91150,T20090041084,22/10/2009,84009,6908,11.10.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,2,1,H,F,2,6,Stop-go lights,5082,VICTORIA,STREET,TRADES HALL,PLACE,32,E,235457,N,MELBOURNE,MELBOURNE,-37.80709,144.96698,3053
91201,T20090041183,22/10/2009,84009,6908,17.15.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,40,B,S ,Bicycle,S ,1,17,H,F,2,2,Stop-go lights,2120,FOOTSCRAY ROAD -WURUNDJERI,WAY,DOCKLANDS,DRIVE,0,E,36794,I,MELBOURNE,MELBOURNE,-37.81284,144.94288,3008
91685,T20090042251,23/10/2009,84009,6908,11.45.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,40,A,N ,Bicycle,N ,1,1,H,F,2,6,No control,5853,JOHNSTON,STREET,BRUNSWICK,STREET,0,W,36500,I,YARRA,YARRA,-37.79834,144.97847,3065
91311,T20090041431,24/10/2009,84009,6908,13.45.00,1,Collision with vehicle,7,Saturday,143,ENTERING PARKING                      ,1,Day,2,2,1,0,0,1,1,T intersection,2,Hospitilisation,40,B,E ,Bicycle,E ,1,1,H,1,2,6,No control,5285,BRIDGE,ROAD,BOSISTO,STREET,0,W,29438,I,YARRA,YARRA,-37.81833,144.9969,3121
91339,T20090041494,24/10/2009,84009,6908,18.17.00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,60,B,W ,Bicycle,W ,1,1,H,R,0,1,No control,9999,ALBERT,STREET,LANSDOWNE,STREET,15,E,76132,N,MELBOURNE,MELBOURNE,-37.80985,144.9785,3002
91440,T20090041747,26/10/2009,84009,6908,17.19.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,F,0,6,No control,5404,STURT,STREET,KINGS-CITYLINK IN ON,RAMP,32,N,227205,N,MELBOURNE,MELBOURNE,-37.82586,144.96664,3006
91515,T20090041891,27/10/2009,84009,6908,15.24.00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,1,Day,2,2,1,0,0,1,1,T intersection,2,Hospitilisation,50,B,N ,Bicycle,N ,1,1,H,F,2,1,Roundabout,5040,DUDLEY,STREET,WILLIAM,STREET,0,W,36198,I,MELBOURNE,MELBOURNE,-37.80848,144.95493,3003
91539,T20090041912,27/10/2009,84009,6908,17.00.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,5882,ST KILDA,ROAD,DORCAS,STREET,49,S,227267,N,MELBOURNE,"PORT PHILLIP,MELBOURNE",-37.83034,144.97134,3004
91941,T20090042728,27/10/2009,84009,6908,17.15.00,8,No collision and no object struck,3,Tuesday,170,OFF CARRIAGEWAY TO LEFT                   ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,50,A,E ,Bicycle,E ,1,1,H,8,0,1,No control,9999,BOURKE,STREET,WINDSOR,PLACE,26,E,75701,N,MELBOURNE,MELBOURNE,-37.81145,144.97273,3000
91694,T20090042274,30/10/2009,84009,6908,08.55.00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,3,1,0,0,2,1,T intersection,2,Hospitilisation,50,A,SW,Bicycle,SW,1,1,H,F,2,1,No control,9999,MACARTHUR,STREET,ST ANDREWS,PLACE,0,SW,36997,I,MELBOURNE,MELBOURNE,-37.81179,144.97483,3002
91784,T20090042411,31/10/2009,84009,6908,08.15.00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,SW,Bicycle,SW,1,1,H,F,2,1,Roundabout,9999,CECIL,STREET,DORCAS,STREET,0,S,363,I,PORT PHILLIP,PORT PHILLIP,-37.83372,144.9581,3205
91905,T20090042663,2/11/2009,84009,6908,06.55.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,1,Day,2,3,0,1,0,2,1,Cross intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,F,0,3,Stop-go lights,9999,ELGIN,STREET,RATHDOWNE,STREET,0,W,36370,I,MELBOURNE,MELBOURNE,-37.79748,144.97049,3053
91950,T20090042746,2/11/2009,84009,6908,18.45.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,1,0,0,2,1,Not at intersection,2,Hospitilisation,40,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,9999,BRUNSWICK,STREET,ARGYLE,STREET,20,N,122364,N,YARRA,YARRA,-37.79736,144.97863,3065
92349,T20090043571,9/11/2009,84009,6908,08.30.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,13,H,F,2,9,No control,5499,CHURCH,STREET,PRINCE PATRICK,STREET,0,N,37716,I,YARRA,YARRA,-37.83237,144.99674,3121
92404,T20090043688,9/11/2009,84009,6908,18.50.00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE                     ,9,Unknown,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,F,2,1,Unknown,9999,ARGYLE,STREET,BRUNSWICK,STREET,0,E,36496,I,YARRA,YARRA,-37.79754,144.9786,3065
92503,T20090043873,10/11/2009,84009,6908,20.20.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,2,Dusk/Dawn,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,1,9,1,No control,9999,SWANSTON,STREET,VICTORIA,STREET,16,N,227683,N,MELBOURNE,MELBOURNE,-37.80652,144.96292,3053
93138,T20090045206,10/11/2009,84009,6908,08.45.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,A,E ,Bicycle,S ,2,2,H,8,2,2,Stop-go lights,5853,JOHNSTON,STREET,BRUNSWICK,STREET,0,W,36500,I,YARRA,YARRA,-37.79834,144.97847,3065
92529,T20090043926,11/11/2009,84009,6908,17.20.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,F,2,6,No control,9999,ST KILDA,ROAD,ST KILDA,ROAD,148,N,227752,N,MELBOURNE,MELBOURNE,-37.82206,144.96955,3006
92586,T20090044018,12/11/2009,84009,6908,09.15.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,5882,ST KILDA,ROAD,COVENTRY,STREET,27,S,227763,N,MELBOURNE,MELBOURNE,-37.82889,144.97112,3006
92640,T20090044165,13/11/2009,84009,6908,10.15.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,40,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,9999,SWANSTON,STREET,LA TROBE,STREET,35,SE,227772,N,MELBOURNE,MELBOURNE,-37.80989,144.96397,3000
92672,T20090044209,13/11/2009,84009,6908,15.40.00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,1,1,H,F,2,2,No control,5287,SWAN,STREET,WELLINGTON,STREET,19,W,76772,N,YARRA,YARRA,-37.82473,144.98969,3121
92705,T20090044252,13/11/2009,84009,6908,18.50.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,50,B,E ,Bicycle,E ,1,1,H,F,2,1,No control,9999,ST ANDREWS,PLACE,LANSDOWNE,STREET,100,W,227702,N,MELBOURNE,MELBOURNE,-37.81201,144.97681,3002
93602,T20090046190,13/11/2009,84009,6908,14.30.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,50,A,S ,Bicycle,S ,1,1,H,F,2,6,No control,5490,CHAPEL,STREET,FORREST,HILL,25,S,228274,N,STONNINGTON,STONNINGTON,-37.83763,144.996,3141
92932,T20090044748,16/11/2009,84009,6908,08.35.00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,1,2,1,No control,9999,ELIZABETH,STREET,LA TROBE,STREET,20,N,125510,N,MELBOURNE,MELBOURNE,-37.81015,144.96128,3000
92987,T20090044888,18/11/2009,84009,6908,07.50.00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,40,B,N ,Bicycle,N ,1,1,H,F,2,9,No control,5499,CHURCH,STREET,DARLINGTON,PARADE,0,N,37204,I,YARRA,YARRA,-37.82098,144.99876,3121
93182,T20090045279,20/11/2009,84009,6908,17.27.00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,3,1,0,0,2,1,Cross intersection,2,Hospitilisation,50,B,W ,Bicycle,W ,1,1,H,F,2,1,No control,9999,ARDEN,STREET,LEVESON,STREET,0,W,29380,I,MELBOURNE,MELBOURNE,-37.80114,144.95147,3051
93830,T20090046711,20/11/2009,84009,6908,15.45.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,9,Unknown,3,3,1,0,0,2,2,Not at intersection,2,Hospitilisation,40,A,E ,Bicycle,E ,1,1,H,5,2,1,No control,5853,JOHNSTON,STREET,BRUNSWICK,STREET,20,E,122392,N,YARRA,YARRA,-37.79836,144.97869,3065
93363,T20090045702,23/11/2009,84009,6908,10.30.00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,1,1,1,0,0,0,1,Cross intersection,2,Hospitilisation,60,A,SE,Bicycle,SE,1,1,H,F,2,1,No control,2510,KINGS,WAY,BANK,STREET,0,NW,367,I,PORT PHILLIP,PORT PHILLIP,-37.83242,144.96694,3205
93419,T20090045810,23/11/2009,84009,6908,21.40.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,50,B,W ,Bicycle,W ,1,1,H,F,2,1,No control,9999,BRUNSWICK,STREET,JOHNSTON,STREET,30,N,227980,N,YARRA,YARRA,-37.79807,144.97851,3065
95152,T20090049499,24/11/2009,84009,6908,07.00.00,1,Collision with vehicle,3,Tuesday,142,LEAVING PARKING                       ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,5,2,5,No control,5499,CHURCH,STREET,HOWARD,STREET,0,N,37715,I,YARRA,YARRA,-37.83285,144.9967,3121
93575,T20090046127,25/11/2009,84009,6908,17.00.00,1,Collision with vehicle,4,Wednesday,143,ENTERING PARKING                      ,1,Day,2,2,1,0,0,1,2,T intersection,2,Hospitilisation,60,A,NK,Bicycle,NK,1,1,H,R,2,5,No control,5882,ST KILDA,ROAD,BOWEN,LANE,20,NW,37584,N,MELBOURNE,"PORT PHILLIP,MELBOURNE",-37.83376,144.97347,3004
93620,T20090046217,25/11/2009,84009,6908,13.55.00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,3,0,2,0,1,2,Not at intersection,3,Other Injury,50,A,N ,Bicycle,N ,17,15,H,R,2,6,Ped. lights,9999,SWANSTON,STREET,LA TROBE,STREET,41,SE,228404,N,MELBOURNE,MELBOURNE,-37.80994,144.96399,3000
93663,T20090046341,27/11/2009,84009,6908,08.10.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,1,Day,3,4,0,1,0,3,1,Cross intersection,3,Other Injury,50,A,W ,Bicycle,W ,1,1,H,1,2,1,No control,9999,GEORGE,STREET,GERTRUDE,STREET,0,N,36546,I,YARRA,YARRA,-37.80611,144.98061,3065
93685,T20090046387,27/11/2009,84009,6908,15.20.00,1,Collision with vehicle,6,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,W ,Bicycle,W ,1,1,H,F,2,6,No control,9999,LA TROBE,STREET,QUEEN,STREET,0,W,65772,I,MELBOURNE,MELBOURNE,-37.81104,144.95889,3000
93686,T20090046387,27/11/2009,84009,6908,15.20.00,1,Collision with vehicle,6,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,W ,Bicycle,W ,1,1,H,F,2,6,No control,9999,LA TROBE,STREET,QUEEN,STREET,0,W,65772,I,MELBOURNE,MELBOURNE,-37.81104,144.95889,3000
94530,T20090048217,30/11/2009,84009,6908,19.45.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,6,Dark Street lights unknown,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,5,9,3,Unknown,9999,SWANSTON,STREET,COLLINS,STREET,50,N,228387,N,MELBOURNE,MELBOURNE,-37.81507,144.96634,3000
97188,T20100002835,30/11/2009,84009,6908,08.30.00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,3,3,0,1,0,2,2,Not at intersection,3,Other Injury,60,C,SE,Bicycle,SE,1,1,H,5,2,6,No control,5044,FLEMINGTON,ROAD,FLEMINGTON,ROAD,88,SE,231441,N,MELBOURNE,MELBOURNE,-37.79562,144.94998,3052
93947,T20090046944,1/12/2009,84009,6908,17.40.00,1,Collision with vehicle,3,Tuesday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148       ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,2,2,H,F,2,2,No control,9999,NICHOLSON,STREET,EVELYN,PLACE,29,N,228228,N,MELBOURNE,MELBOURNE,-37.80845,144.9731,3002
94322,T20090047756,2/12/2009,84009,6908,08.05.00,1,Collision with vehicle,4,Wednesday,136,RIGHT TURN SIDESWIPE                    ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,60,A,N ,Bicycle,N ,1,6,H,F,2,2,No control,5065,PEEL,STREET,PRINCESS,STREET,0,S,36215,I,MELBOURNE,MELBOURNE,-37.80493,144.95615,3051
94198,T20090047464,4/12/2009,84009,6908,22.15.00,1,Collision with vehicle,6,Friday,136,RIGHT TURN SIDESWIPE                    ,3,Dark Street lights on,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,F,1,2,Stop-go lights,9999,ELIZABETH,STREET,FRANKLIN,STREET,0,N,36267,I,MELBOURNE,MELBOURNE,-37.80818,144.96038,3000
94283,T20090047690,5/12/2009,84009,6908,10.30.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,40,B,E ,Bicycle,E ,1,1,H,F,2,5,No control,5287,SWAN,STREET,DOCKER,STREET,0,W,37170,I,YARRA,YARRA,-37.82555,144.99673,3121
